Video ID,News Channel,Comment ID,Comment,Published At,Likes,Sentiment
LP5yA5GEZoQ,FOX,UgxbW2wbM6b24LA50Hx4AaABAg,"Let the wailing and the gnashing of teeth begin, including all those bitter neo-cons, never Trumpers, weak feckless RINOs.

Orange man back",2022-11-16T03:16:14Z,1,-0.1012
LP5yA5GEZoQ,FOX,Ugy_y_Ymc2W48LThdWR4AaABAg,Both sides in the comment section. You're retărd3d,2022-11-16T03:16:11Z,0,0.0
LP5yA5GEZoQ,FOX,UgyuQwc8kHdM7PpGe8d4AaABAg,Good luck with that,2022-11-16T03:16:11Z,0,0.7096
LP5yA5GEZoQ,FOX,Ugxuek6xcfViOAXKfjp4AaABAg,Yes❤,2022-11-16T03:16:06Z,3,0.0
LP5yA5GEZoQ,FOX,UgyG4jyCE2lg4Qc1TGx4AaABAg,Hurray…hurray!!,2022-11-16T03:16:05Z,0,0.0
LP5yA5GEZoQ,FOX,UgyvnVjLhlBMLeoU3Fd4AaABAg,23 years old and never voted I will vote trump 2024. I’m Hispanic btw,2022-11-16T03:16:02Z,0,0.0
LP5yA5GEZoQ,FOX,Ugzy4H4HYtYhZ_h3aVl4AaABAg,TRUMP 2024,2022-11-16T03:16:01Z,0,0.0
LP5yA5GEZoQ,FOX,UgyMFK4dIMUm-RGFS4h4AaABAg,Trump 2024🇺🇸,2022-11-16T03:15:59Z,1,0.0
LP5yA5GEZoQ,FOX,UgxdK0bpGSSdYieH6194AaABAg,Go away...let real Republicans win.,2022-11-16T03:15:57Z,0,0.5859
LP5yA5GEZoQ,FOX,UgwR_aKEXmviJ-kLG6F4AaABAg,Where the hell is the escalator?,2022-11-16T03:15:56Z,0,-0.6808
LP5yA5GEZoQ,FOX,UgwBM-OIF8u7P_TkNBN4AaABAg,Oh Thank God!!!!!!!! We pray God’s Will be done and believing for a Victorious Win in the mighty name of Jesus.,2022-11-16T03:15:56Z,9,0.8679
LP5yA5GEZoQ,FOX,UgxcN9O9Ql8SN9NHRfZ4AaABAg,Sad day for the American ppl again,2022-11-16T03:15:55Z,0,-0.4767
LP5yA5GEZoQ,FOX,Ugw062ks7xODqGQuldh4AaABAg,The hillbillies return!!!,2022-11-16T03:15:55Z,0,0.0
LP5yA5GEZoQ,FOX,UgwjNDtbwWS358NyK-h4AaABAg,"Voted for trump twice. I won't vote for him a 3nd time, not after he run his mouth to Ron DeSantis. Thank you showed me that he was the keep as the divided and not bringing us together. 

I'm done time to move to someone else.",2022-11-16T03:15:53Z,0,0.3612
LP5yA5GEZoQ,FOX,UgzFXi-YE6UNyjc6L6N4AaABAg,It will be fun once more 😂,2022-11-16T03:15:53Z,1,0.5106
LP5yA5GEZoQ,FOX,UgxNTmXPyAtbxJGA9fN4AaABAg,DeSantis will win the primary,2022-11-16T03:15:51Z,1,0.5859
LP5yA5GEZoQ,FOX,UgyQcnHOXt1TAJ13aRt4AaABAg,"Same old poop.  Me me me.  Ted is saying wife need plastic surgery, Marco grow more inches.  Now set back a hear the LIES. Republicans or so pissed, but they will stay quiet.  Racist is in his blood.",2022-11-16T03:15:51Z,0,-0.899
LP5yA5GEZoQ,FOX,UgzEFbgogVOgTb4hFdB4AaABAg,"Now he can burn down the GLOP like he almost burned down the country.  Amazing there still those stupid enough to believe he cares about anyone other than himself and how he won't just lay waste to anything and anyone in his way.   Make America Hate Again, 2024!",2022-11-16T03:15:50Z,2,0.5892
LP5yA5GEZoQ,FOX,UgwDhuSDK3xMXLG_QlB4AaABAg,Guess the man never gets tired of losing. Best thing he could do for the country is go away.,2022-11-16T03:15:50Z,0,0.6131
LP5yA5GEZoQ,FOX,UgytLGfOwWJOd2pxUlp4AaABAg,"Ignore this bastard.
It's just a publicity stunt to put him in the spotlight for 2 years.  And put a lot of
campaign money into Trump's pockets.
Trump belongs in prison.  Throw the book at this lying sociopath!",2022-11-16T03:15:49Z,0,-0.9273
LP5yA5GEZoQ,FOX,Ugw5j7lB5dnHyvaiRfp4AaABAg,DJT2024,2022-11-16T03:15:49Z,1,0.0
LP5yA5GEZoQ,FOX,UgxosSTVoH9Mt1LHcop4AaABAg,it is like when your toilet backs up and the crap comes back and floats,2022-11-16T03:15:45Z,0,-0.0772
LP5yA5GEZoQ,FOX,UgzJ5_v0N3mMLAMp_IR4AaABAg,Why 99% are Whites in attendance????,2022-11-16T03:15:41Z,0,0.0
LP5yA5GEZoQ,FOX,UgzbF43mnYqrn7m4L-x4AaABAg,"He will not get the nomination,
He will then run 3rd party just to blown up the Republican Party",2022-11-16T03:15:40Z,0,0.6597
LP5yA5GEZoQ,FOX,UgwNqZXuO9JJe6EGVqx4AaABAg,Trump 2024! 🇺🇲,2022-11-16T03:15:39Z,0,0.0
LP5yA5GEZoQ,FOX,Ugxt4sORg_hFOiEWCwh4AaABAg,Good luck USA,2022-11-16T03:15:39Z,0,0.7096
LP5yA5GEZoQ,FOX,Ugw1LMdbHXPh15-dZHF4AaABAg,Trump will be in prison for tax evasion before he's president again,2022-11-16T03:15:38Z,0,-0.5106
LP5yA5GEZoQ,FOX,UgyPVH6pKRnq9M_egD94AaABAg,Wow what exciting news!! 🎊 🎉🥳,2022-11-16T03:15:36Z,13,0.8217
